"Year","CN","RW"
2018,"21T201",1.79
2019,"21T201",2.37
2020,"21T201",2.03
1920,"21T202",2.31
1921,"21T202",2.11
1922,"21T202",1.7
1923,"21T202",2.48
1924,"21T202",2.01
1925,"21T202",2.37
1926,"21T202",2.69
1927,"21T202",2.62
1928,"21T202",3.2
1929,"21T202",2.86
1930,"21T202",2.42
1931,"21T202",2.63
1932,"21T202",3
1933,"21T202",3.02
1934,"21T202",2.83
1935,"21T202",2.75
1936,"21T202",3.48
1937,"21T202",3.45
1938,"21T202",2.97
1939,"21T202",2.9
1940,"21T202",3.99
1941,"21T202",4.34
1942,"21T202",4.11
1943,"21T202",3.74
1944,"21T202",3.7
1945,"21T202",3.27
1946,"21T202",3.13
1947,"21T202",3.31
1948,"21T202",4.14
1949,"21T202",3.6
1950,"21T202",3.87
1951,"21T202",3.43
1952,"21T202",4.21
1953,"21T202",4.22
1954,"21T202",3.73
1955,"21T202",3.46
1956,"21T202",3.17
1957,"21T202",3.42
1958,"21T202",3.08
1959,"21T202",2.43
1960,"21T202",2.23
1961,"21T202",2.46
1962,"21T202",2.27
1963,"21T202",2.72
1964,"21T202",2.33
1965,"21T202",2.4
1966,"21T202",2.58
1967,"21T202",2.45
1968,"21T202",2.1
1969,"21T202",2.42
1970,"21T202",2.52
1971,"21T202",2.45
1972,"21T202",2.34
1973,"21T202",2.21
1974,"21T202",1.94
1975,"21T202",1.81
1976,"21T202",2.1
1977,"21T202",2.07
1978,"21T202",1.74
1979,"21T202",1.45
1980,"21T202",1.68
1981,"21T202",2.08
1982,"21T202",1.94
1983,"21T202",2.1
1984,"21T202",2.2
1985,"21T202",1.81
1986,"21T202",1.94
1987,"21T202",1.52
1988,"21T202",1.23
1989,"21T202",1.01
1990,"21T202",1.1
1991,"21T202",0.98
1992,"21T202",0.93
1993,"21T202",0.88
1994,"21T202",0.98
1995,"21T202",1.11
1996,"21T202",1.41
1997,"21T202",1.45
1998,"21T202",2.17
1999,"21T202",2.21
2000,"21T202",2.29
2001,"21T202",1.84
2002,"21T202",1.87
2003,"21T202",1.89
2004,"21T202",1.9
2005,"21T202",2.09
2006,"21T202",1.75
2007,"21T202",1.53
2008,"21T202",1.52
2009,"21T202",1.67
2010,"21T202",1.63
2011,"21T202",1.39
2012,"21T202",1.21
2013,"21T202",1.17
2014,"21T202",1.43
2015,"21T202",1.4
2016,"21T202",1.34
2017,"21T202",1.24
2018,"21T202",1.18
2019,"21T202",1.03
2020,"21T202",1.15
2021,"21T202",1.02
1969,"21T205",8.8
1970,"21T205",11.41
1971,"21T205",8.79
1972,"21T205",9.7
1973,"21T205",6.92
1974,"21T205",6.73
1975,"21T205",9.74
1976,"21T205",7.27
1977,"21T205",8.04
1978,"21T205",7.12
1979,"21T205",7.43
1980,"21T205",5.5
1981,"21T205",6.01
1982,"21T205",5.36
1983,"21T205",6.05
1984,"21T205",5.15
1985,"21T205",4.81
1986,"21T205",3.91
1987,"21T205",5.09
1988,"21T205",5.76
1989,"21T205",4.82
1990,"21T205",5.47
1991,"21T205",3.21
1992,"21T205",4.23
1993,"21T205",3.72
1994,"21T205",3.42
1995,"21T205",2.31
1996,"21T205",2.13
1997,"21T205",3.33
1998,"21T205",3.01
1999,"21T205",3.27
2000,"21T205",4.69
2001,"21T205",3.46
2002,"21T205",2.96
2003,"21T205",3.01
2004,"21T205",2.9
2005,"21T205",3
2006,"21T205",2.89
2007,"21T205",4.2
2008,"21T205",3.6
2009,"21T205",2.13
2010,"21T205",4.58
2011,"21T205",4.86
2012,"21T205",4.33
2013,"21T205",3.02
2014,"21T205",2.73
2015,"21T205",2.4
2016,"21T205",2.74
2017,"21T205",2.76
2018,"21T205",1.91
2019,"21T205",2.3
2020,"21T205",3.06
1996,"21T210",7.32
1997,"21T210",7.76
1998,"21T210",7.96
1999,"21T210",6.88
2000,"21T210",6.67
2001,"21T210",5.97
2002,"21T210",9.62
2003,"21T210",6.25
2004,"21T210",4.77
2005,"21T210",4.92
2006,"21T210",3.88
2007,"21T210",3.77
2008,"21T210",4.21
2009,"21T210",2.49
2010,"21T210",3.32
2011,"21T210",2.94
2012,"21T210",2.91
2013,"21T210",2.63
2014,"21T210",2.39
2015,"21T210",1.86
2016,"21T210",1.64
2017,"21T210",1.57
2018,"21T210",2.34
2019,"21T210",2.6
2020,"21T210",2.94
1916,"21T212",3.35
1917,"21T212",4.1
1918,"21T212",4.57
1919,"21T212",5.41
1920,"21T212",4.76
1921,"21T212",5
1922,"21T212",3.94
1923,"21T212",3.89
1924,"21T212",2.99
1925,"21T212",3.49
1926,"21T212",2.87
1927,"21T212",3.33
1928,"21T212",3.06
1929,"21T212",3.39
1930,"21T212",2.66
1931,"21T212",2.42
1932,"21T212",2.23
1933,"21T212",2.27
1934,"21T212",1.76
1935,"21T212",2.45
1936,"21T212",2.92
1937,"21T212",2.95
1938,"21T212",3.31
1939,"21T212",3.2
1940,"21T212",3.28
1941,"21T212",3.3
1942,"21T212",3.2
1943,"21T212",2.73
1944,"21T212",3.46
1945,"21T212",2.86
1946,"21T212",2.91
1947,"21T212",2.88
1948,"21T212",2.49
1949,"21T212",1.89
1950,"21T212",2.31
1951,"21T212",2.02
1952,"21T212",2.53
1953,"21T212",2.54
1954,"21T212",3.38
1955,"21T212",2.7
1956,"21T212",2.16
1957,"21T212",1.95
1958,"21T212",2.86
1959,"21T212",2.12
1960,"21T212",2.16
1961,"21T212",1.61
1962,"21T212",1.97
1963,"21T212",2.64
1964,"21T212",3.15
1965,"21T212",3.66
1966,"21T212",3.37
1967,"21T212",3.14
1968,"21T212",3.02
1969,"21T212",3.52
1970,"21T212",4.42
1971,"21T212",2.92
1972,"21T212",2.91
1973,"21T212",2.67
1974,"21T212",2.61
1975,"21T212",2.39
1976,"21T212",2.66
1977,"21T212",2.64
1978,"21T212",2.72
1979,"21T212",2.53
1980,"21T212",2.88
1981,"21T212",2.95
1982,"21T212",2.7
1983,"21T212",2.21
1984,"21T212",1.61
1985,"21T212",1.6
1986,"21T212",1.96
1987,"21T212",2.89
1988,"21T212",2.87
1989,"21T212",2.56
1990,"21T212",2.29
1991,"21T212",1.35
